시도,수요기관,계약명,계약일,금액,업체명,구분,태그
대구,대구광역시교육청 대구광역시동부교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약(중등),2025-09-30,35514260,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시동부교육지원청,2025학년도 1학기 AI디지털교과서 공급 계약(중등),2025-09-30,244296830,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시동부교육지원청,2025학년도 1학기 AI디지털교과서 공급 계약(중등),2025-09-30,13846320,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시서부교육지원청,2025학년도 1학기 AI디지털교과서 구독료 용역(중등),2025-09-30,115478760,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시서부교육지원청,2025학년도 1학기 AI디지털교과서 구독료 용역(중등),2025-09-30,12705330,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시서부교육지원청,2025학년도 1학기 AI디지털교과서 구독료 용역(중등),2025-09-30,3090000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
경남,경상남도교육청 경상남도고성교육지원청,2025학년도 AI디지털교과서 1학기 구독 서비스 용역,2025-09-30,5979030,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시달성교육지원청,"2025학년도 달성교육지원청 AI 디지털교과서 구독 용역 계약(비상교육_중등 영어, 수학, 정보)",2025-09-30,86263970,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
경남,경상남도교육청 경상남도진주교육지원청,2025학년도 전학기 AI 디지털 교과서(검정) 구독 용역(와이비엠),2025-03-01,4398750,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경남,경상남도교육청 경상남도진주교육지원청,2025학년도 전학기 AI 디지털 교과서(검정) 구독 용역(동아출판),2025-03-01,25042500,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경남,경상남도교육청 경상남도진주교육지원청,2025학년도 1학기 AI 디지털 교과서(검정) 구독 용역(천재교과서),2025-06-18,26018750,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경남,경상남도교육청 경상남도진주교육지원청,2025학년도 전학기 AI 디지털 교과서(검정) 구독 용역(천재교과서),2025-03-01,1957500,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시동부교육지원청,2025학년도 1학기 AI디지털교과서 공급 계약(중등),2025-09-30,244296830,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
충북,충청북도교육청,2025학년도 1학기 AI 디지털교과서 구독 용역,2025-10-01,147043980,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
충북,충청북도교육청,2025학년도 1학기 AI 디지털교과서 구독 용역,2025-10-01,83295270,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시동부교육지원청,2025학년도 1학기 AI디지털교과서 공급 계약(중등),2025-09-30,13846320,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시동부교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약(초등),2025-09-30,33731250,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시동부교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약(중등),2025-09-30,130039500,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시동부교육지원청,2025학년도 1학기 AI 디지털교과서 공급(수시선정),2025-09-30,4667920,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
경남,경상남도교육청 경상남도남해교육지원청,2025학년도 1학기 AI 디지털교과서(와이비엠) 구독 용역,2025-10-10,2906250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경남,경상남도교육청 경상남도남해교육지원청,2025학년도 1학기 AI 디지털교과서(천재교과서) 구독 용역,2025-10-10,4283610,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시달성교육지원청,2025학년도 달성교육지원청 AI 디지털교과서 구독 용역 계약(엔이능률_중등 영어),2025-09-30,11391030,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시달성교육지원청,2025학년도 달성교육지원청 AI 디지털교과서 구독 용역 계약(천재교과서_초등 영어),2025-09-30,103154040,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시달성교육지원청,"2025학년도 달성교육지원청 AI 디지털교과서 구독 용역 계약(천재교과서_중등 영어, 수학)",2025-09-30,66785550,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시달성교육지원청,2025학년도 달성교육지원청 AI 디지털교과서 구독 용역 계약(동아출판_초등 영어),2025-09-30,8505000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시달성교육지원청,2025학년도 달성교육지원청 AI 디지털교과서 구독 용역 계약(동아출판_중등 영어),2025-09-30,53780250,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도동해교육지원청,2025학년도 1학기 AI디지털교과서 서비스 공급 용역(천재교과서-수학),2025-10-10,2929040,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시달성교육지원청,2025학년도 달성교육지원청 AI 디지털교과서 구독 용역 계약(와이비엠_초등 영어),2025-09-30,65583150,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
대구,대구광역시교육청 대구광역시달성교육지원청,2025학년도 달성교육지원청 AI 디지털교과서 구독 용역 계약(와이비엠_중등 영어),2025-09-30,6469500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청,2025학년도 1학기 AI 디지털교과서 구독 용역,2025-10-01,52090000,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경남,경상남도교육청 경상남도남해교육지원청,2025학년도 1학기 AI 디지털교과서(와이비엠) 구독 용역,2025-10-10,2906250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
대구,대구광역시교육청 대구광역시동부교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약(초등),2025-09-30,156993190,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
대구,대구광역시교육청 대구광역시동부교육지원청,2025학년도 1학기 AI 디지털교과서 공급 계약(중등),2025-09-30,17903850,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
대구,대구광역시교육청 대구광역시동부교육지원청,2025학년도 1학기 AI디지털교과서 공급 계약(초등),2025-09-30,13260000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시달성교육지원청,2025학년도 달성교육지원청 AI 디지털교과서 구독 용역 계약(지학사_중등 영어),2025-09-30,1059030,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
경남,경상남도교육청 경상남도밀양교육지원청,2025학년도 3월~8월 구독 AI 디지털 교과서 서비스 공급 용역,2025-10-13,9412190,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도삼척교육지원청,2025학년도 1학기 하장초 외 1교 AI 디지털교과서 서비스 구독 용역,2025-10-13,502400,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
대구,대구광역시교육청 대구광역시남부교육지원청,2025학년도 초등학교 AI 디지털교과서 공급(동아출판),2025-09-30,9403000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시남부교육지원청,2025학년도 중학교 AI 디지털교과서 공급(동아출판),2025-09-30,107408710,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청,2025학년도 1학기 AI 디지털교과서 구독 용역,2025-10-01,23258340,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시남부교육지원청,2025학년도 중학교 AI 디지털교과서 4월 수시선정분 공급(동아출판),2025-09-30,16675160,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시남부교육지원청,2025학년도 초등학교 AI 디지털교과서 공급(와이비엠)(영어),2025-09-30,107859560,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
대구,대구광역시교육청 대구광역시남부교육지원청,2025학년도 중학교 AI 디지털교과서 공급(와이비엠),2025-09-30,11497500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
대구,대구광역시교육청 대구광역시남부교육지원청,2025학년도 초등학교 AI 디지털교과서 4월 수시선정분 공급(와이비엠),2025-09-30,4433850,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
대구,대구광역시교육청 대구광역시남부교육지원청,2025학년도 초등학교 AI 디지털교과서 공급(천재교과서)(영어),2025-09-30,172814310,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시남부교육지원청,2025학년도 중학교 AI 디지털교과서 공급(천재교과서),2025-09-30,101808750,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청,2025학년도 1학기 AI 디지털교과서 구독 용역,2025-10-01,81620000,(주)금성출판사,기술용역,금성출판사 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시남부교육지원청,2025학년도 중학교 AI 디지털교과서 4월 수시선정분 공급(천재교과서),2025-09-30,10488760,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시남부교육지원청,2025학년도 초등학교 AI 디지털교과서 공급(아이스크림미디어),2025-09-30,1260000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
대구,대구광역시교육청 대구광역시남부교육지원청,2025학년도 초등학교 AI 디지털교과서 공급(천재교육),2025-09-30,10263750,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
