"과학고·특성화고 에듀테크 활용사례 DB (2023.1~2026.7, 웹 공개자료 기반)",,,,,,,,,,,
,,,,,,,,,,,
연번,학교명,학교유형,지역,제품/서비스명,제품 카테고리,활용 시기,활용 내용,출처 유형,출처 URL,신뢰도,비고
370,부여정보고등학교,특성화고,충남 부여,구글 라이선스(디지털 역량 강화),구글 워크스페이스 구독,2026,"나라장터 계약정보 API — 학교 디지털 역량 강화 구글 라이선스 구독(1,000만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
371,경기경영고등학교,특성화고,경기 시흥,"ChatGPT(융합교육), Adobe",생성형 AI·창작 SW,2025(2건),나라장터 계약정보 API — 융합교육 S/W CHAT GPT 사용(408.99만)·Adobe 라이선스(499.95만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
372,대구과학고등학교,영재학교,대구,SW·AI·메이커 수업/연구용 키트,AI·SW 교구,2025.9,"나라장터 계약정보 API — SW-AI-메이커 수업/연구용 키트(1,399.32만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
373,신라공업고등학교,특성화고,경북 경주,10차산업 교육과정 소프트웨어(제품명 미확인),전공 교육 SW,2025,"나라장터 계약정보 API — 10차산업 교육과정 SW 구입·설치(2,388.54만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
374,두원공업고등학교,특성화고,경기 안성,응용소프트웨어(실험실습),전공 실습 SW,2025,나라장터 계약정보 API — 실험실습 기자재 응용SW(627만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
375,성남테크노과학고등학교,특성화고,경기 성남,3D인테리어디자인과 SW(학과재구조화),전공 실습 SW,2025,나라장터 계약정보 API — 3D인테리어디자인과 SW 업그레이드(831.2만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
376,매향여자정보고등학교,특성화고,경기 수원,Adobe(실습실),창작·디자인 SW,2025,나라장터 계약정보 API — 실험실습실 Adobe(264만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
377,인천전자마이스터고등학교,마이스터고,인천,반도체설계 프로그램 라이선스,전공 특화 SW,2025,"나라장터 계약정보 API — 반도체설계 프로그램 라이선스(3,000만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
378,경기항공고등학교,특성화고,경기 화성,학과 운영 프로그램 라이선스(인테리어·항공영상미디어),전공 실습 SW,2025~2026(2건),나라장터 계약정보 API — 인테리어리모델링과(440만)·항공영상미디어과(237.6만) 라이선스,나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
379,경기게임마이스터고등학교,마이스터고,경기 안양,"Adobe+MaxOn(시네마4D) 연간 구독, PC관리 SW",창작·3D SW 구독,2025(2건),"나라장터 계약정보 API — Adobe·MaxOn 연간 구독(1,379.4만)·실습실 PC관리 SW(1,051.6만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
380,경기영상과학고등학교,특성화고,경기 안양,공간연출디자인과 응용 SW,전공 실습 SW,2025,"나라장터 계약정보 API — 공간연출디자인과 응용SW(1,228.5만). 별도 Adobe 2,821.5만은 이전 병합분과 금액 일치 교차검증",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집 — 교차검증 4건째
381,한국나노마이스터고등학교,마이스터고,경남 밀양,"응용소프트웨어(기자재, 제품명 미확인)",전공 실습 SW(대형),2025.6,"나라장터 계약정보 API — 기자재 응용소프트웨어2(7,040만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
382,한국반도체마이스터고등학교,마이스터고,경북 경주,EPLAN 외 2종(전기설계 SW),전공 특화 SW(최대급),2025.2,"나라장터 계약정보 API — 경주공업고(현 한국반도체마이스터고) EPLAN 외 2종 구입(3억 1,882만) — 본 DB 최대 SW 계약",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
383,경주여자정보고등학교,특성화고,경북 경주,디지털 기반 학생 맞춤교육 SW(제품명 미확인),맞춤교육 SW,2025,"나라장터 계약정보 API — 디지털 기반 학생 맞춤교육 SW(1,375만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
384,송원여자상업고등학교,특성화고,광주,AI팩토리(미래교실) VR 장비,VR·미래교실 인프라,2025,"나라장터 계약정보 API — AI팩토리 비품 VR장비(1,597.62만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
385,세그루패션디자인고등학교,특성화고,서울,Adobe(연간),창작·디자인 SW,2025,"나라장터 계약정보 API — Adobe 연간 사용(1,250만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
386,인천기계공업고등학교,특성화고,인천,Adobe(교육용),창작·디자인 SW,2025.8,"나라장터 계약정보 API — 교육용 Adobe(4,884만) — CAM 시뮬레이터에 이은 대형 SW 투자",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
387,대구일마이스터고등학교,마이스터고,대구,AI비전로봇시스템(생산자동화과),AI 실습장비,2025,"나라장터 계약정보 API — 생산자동화과 AI비전로봇시스템(4,820만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
388,경북공업고등학교,특성화고,대구,CAD 소프트웨어(전기과 도제학교),설계 SW,2025,"나라장터 계약정보 API — 전기과 도제학교 CAD SW(3,166만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 수집
389,부산기계공업고등학교,특성화고,부산,기계시스템과 실습 소프트웨어(제품명 미확인),전공 실습 SW(대형),2026,"나라장터 계약정보 API — 기계시스템과 실험실습기자재(소프트웨어) 구입(1억 748.43만, 중소벤처기업부 지원) — 본 DB 최대 SW 계약",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집(2026Q2 물품)
390,구미전자공업고등학교,특성화고,경북 구미,"그래픽 소프트웨어, PCB 설계 통합 소프트웨어",전공 실습 SW,2026(2건),"나라장터 계약정보 API — 전공부 실습기자재 그래픽SW(5,174.4만)·PCB 설계 통합 SW(1,430만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
391,동일미래과학고등학교,특성화고,광주,AI 비전인식로봇(융합교육 교구),AI 교구(대형),2026,"나라장터 계약정보 API — 융합교육 활성화 교구 AI비전인식로봇 구입(2,875만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
392,경남자동차고등학교,특성화고,경남 진주,AI로봇과·AI측정과 실습장치(AI스마트제어 등),AI 학과 실습 인프라,2026(2건),"나라장터 계약정보 API — AI로봇과 AI스마트제어실습장치(1,477.5만)·AI측정과 실습기자재(1,652.67만) — AI 학과 개편에 따른 인프라 투자",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
393,안양공업고등학교,특성화고,경기 안양,Adobe(실습용),창작·디자인 SW,2026.5,나라장터 계약정보 API — 실습용 어도비 프로그램(645.81만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
394,수원정보과학고등학교,특성화고,경기 수원,Adobe 라이선스(연장),창작·디자인 SW,2026,"나라장터 계약정보 API — ADOBE 라이선스 연장 구매(1,191.3만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
395,경주여자정보고등학교,특성화고,경북 경주,AI디지털 활용 선도학교 소프트웨어(제품명 미확인),AI 선도학교 SW(대형),2026,"나라장터 계약정보 API — 선도학교 물품(소프트웨어) 구매(3,300만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집 — 기존 선도학교 SW 행 보강
396,전북과학고등학교,과학고,전북 익산,AI 특화과정 인공지능 교육 교구,AI 교구(특화과정),2026,"나라장터 계약정보 API — AI 특화과정 인공지능 교육 교구 구입(1,584만)",나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
397,평촌경영고등학교,특성화고,경기 안양,Adobe,창작·디자인 SW,2026,나라장터 계약정보 API — Adobe SW 라이선스(783.75만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
398,부천정보산업고등학교,특성화고,경기 부천,Adobe,창작·디자인 SW,2026,나라장터 계약정보 API — 실습실·교육기관용 어도비(884.07만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
399,경민비즈니스고등학교,특성화고,경기 의정부,Adobe(학과재구조화),창작·디자인 SW,2026,나라장터 계약정보 API — 학과재구조화 응용소프트웨어 Adobe(198만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
400,경화여자English Business고등학교,특성화고,경기 안성,Adobe,창작·디자인 SW,2026,나라장터 계약정보 API — Adobe 프로그램 구입(125.4만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
401,창의경영고등학교,특성화고,경기,"Adobe, 클립스튜디오(Clip Studio)",창작·디자인 SW,2026(2건),나라장터 계약정보 API — 정품 SW 라이선스 어도비 제품군(490.6만)·클립 스튜디오 제품군(135만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
402,매향여자정보고등학교,특성화고,경기 수원,넷클래스(학사SW),학사관리 SW,2026,나라장터 계약정보 API — 실험실습실 넷클래스 라이선스(220만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
403,경민IT고등학교,특성화고,경기 의정부,온돌봇 캡스톤 프로젝트(SW/AI 교육강화),AI·SW 교구,2026,나라장터 계약정보 API — SW/AI 교육강화 온돌봇 캡스톤 재료(660만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
404,한국문화영상고등학교,특성화고,경기,디자인콘텐츠과 실습 소프트웨어(제품명 미확인),창작·디자인 SW,2026,나라장터 계약정보 API — 시각디자인1실 실습기자재 소프트웨어(156.75만),나라장터 계약정보 API,https://www.data.go.kr/data/15129427/openapi.do,상,2026.7.19 OpenAPI 전수 수집
405,계산공업고등학교,특성화고,인천,"Claude Pro, 왓퀴즈 PRO, Google NotebookLM Pro",생성형 AI·퀴즈·AI 노트 구독,2026.6(4건),S2B 수의계약 — 클로드 프로 2건(34.1만)·왓퀴즈 PRO(20만)·구글 노트북LM Pro(23.1만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606251331725 외 — NotebookLM 첫 확인
406,충주공업고등학교,특성화고,충북 충주,"심스페이스(SimSpace), ChatGPT Plus",시뮬레이션 SW·생성형 AI 구독,2026.6(2건),S2B 수의계약 — 심스페이스 SW 구독(250만)·ChatGPT Plus GPT-5.2(28만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606241329034 외
407,정선정보공업고등학교,특성화고,강원 정선,"선도학교 에듀테크(위툰 포함), Manus AI, AISW교육 라이선스",선도학교 에듀테크·AI 에이전트,2026.4~6(4건),"S2B 수의계약 — AI디지털 선도학교 에듀테크 구독·라이선스(1,422만)+위툰 Wetoon(237.6만)·AISW교육 라이선스(138만)·Manus AI(4만)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202604131150460 외 — 소규모 지역 특성화고의 대형 선도학교 계약
408,대구공업고등학교,특성화고,대구,"ChatGPT, Claude Pro, Gemini(울트라 포함), Meshy AI 외",생성형 AI 다품목 구독,2025.11~2026.6(8건),S2B 수의계약 — 챗GPT(28만+8.8만)·클로드(36만+44.4만)·제미나이(49.5만)·제미나이 울트라(테크노폴리스캠퍼스 120만)·Meshy AI 외 3종 2건(87.8만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606181318905 외
409,창원기계공업고등학교,특성화고,경남 창원,Perplexity Pro,생성형 AI 구독,2026.6,S2B 수의계약 — 퍼플렉시티 프로 라이선스(15.2만) — EdgeCAM 대형 도입교의 생성형 AI 추가,S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605151309880
410,천안공업고등학교,특성화고,충남 천안,"미리캔버스 프로, 에듀플러스 구글 라이선스",수업도구·구글 라이선스 구독,2026.2~6(2건),"S2B 수의계약 — 에듀플러스 운영학교 구글 라이선스(1,000만, 2026.2)·미리캔버스 프로 12개월(16.08만, 2026.6)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202602050942074 외
411,부산공업고등학교,특성화고,부산,Gemini Pro,생성형 AI 구독,2026.6,S2B 수의계약 — 제미나이 프로 안심구독(39.8만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606111301142
412,전주공업고등학교,특성화고,전북 전주,"Replit Core, 공동실습소 SW 라이선스(제품명 미확인)",AI 코딩·실습 SW 구독,2026.4~6(2건),S2B 수의계약 — Replit 리플릿 Core(18.8만)·공동실습소 실습 기자재 라이선스 구독(384만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202604011116543 외
413,장항공업고등학교,특성화고,충남 서천,ChatGPT Plus(대규모 반복),생성형 AI 구독,2025.11~2026.6(2건),"S2B 수의계약 — 챗GPT5 4개월(193.7만, 2025.11)·GPT-5.2 구독권(220만, 2026.6)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606051288670 외
414,이리공업고등학교,특성화고,전북 익산,공동실습소 소프트웨어(제품명 미확인),실습 SW 구독,2026.6,S2B 수의계약 — 공동실습소 SW 구독(175.5만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606041284392
415,순천공업고등학교,특성화고,전남 순천,워드월(Wordwall),수업 활동 도구 구독,2026.6,S2B 수의계약 — 워드월 스탠다드 프로(18만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202604011283957
